employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status
EMPID57235,Sales & Marketing,region_26,,m,other,1,22,4,2,7,Yes,High,60000,Yes,25,5,Yes,No
EMPID22300,HR,region_20,Bachelor's,m,other,1,28,,1,9,No,Low,89000,Yes,20,3,No,No
EMPID24090,Procurement,region_14,Bachelor's,f,sourcing,1,37,3,9,7,No,High,23000,No,28,4,No,No
EMPID57298,Analytics,region_2,Bachelor's,m,sourcing,2,54,3,9,6,Yes,Low,45000,No,30,4,Yes,Yes
EMPID25629,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,36,3,8,9,Yes,High,39000,Yes,34,3,Yes,No
EMPID71339,Technology,region_6,Bachelor's,m,other,1,35,3,8,7,No,High,40000,No,25,4,No,Yes
54714,Analytics,region_29,Bachelor's,m,other,1,39,3,4,8,No,Low,45000,No,30,4,No,Yes
7390,Operations,region_12,Bachelor's,f,sourcing,1,31,5,4,9,No,Low,56000,No,25,5,No,Yes
9563,Operations,region_31,Bachelor's,m,other,2,38,3,7,6,No,Low,34000,No,30,3,No,No
39107,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,1,2,7,No,High,45000,No,25,3,No,Yes
19445,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,26,2,3,9,No,High,57000,Yes,30,4,No,No
42636,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,29,,1,9,Yes,High,76000,Yes,25,5,Yes,Yes
32557,Analytics,region_20,Bachelor's,m,sourcing,1,30,3,4,8,Yes,High,87000,Yes,30,4,Yes,Yes
43396,Operations,region_22,Bachelor's,m,sourcing,2,37,2,4,7,No,High,43000,Yes,25,3,No,No
24414,R&D,region_2,,m,other,1,25,,1,10,Yes,Low,87000,No,30,2,Yes,No
63237,Technology,region_22,Bachelor's,m,referred,1,26,4,2,7,No,High,43000,Yes,25,4,No,Yes
32838,Technology,region_7,Bachelor's,m,other,1,31,4,4,6,No,Low,45000,No,30,4,No,No
23003,Technology,region_14,Bachelor's,f,other,1,38,5,7,8,Yes,Low,34000,Yes,25,3,Yes,Yes
45198,Sales & Marketing,region_13,Bachelor's,m,other,1,39,4,9,9,No,Low,25000,Yes,21,4,No,Yes
40376,Sales & Marketing,region_4,Bachelor's,m,other,1,30,5,4,6,Yes,High,45000,No,19,5,Yes,Yes
60176,Procurement,region_15,Master's & above,f,other,1,34,5,8,8,No,Low,18000,No,20,3,No,No
67652,Procurement,region_23,Master's & above,f,other,1,33,3,5,9,No,High,60000,No,25,2,No,Yes
15476,Technology,region_2,Bachelor's,f,other,1,29,5,3,8,No,Low,89000,No,30,3,No,Yes
55811,Operations,region_2,Bachelor's,m,sourcing,1,28,4,2,9,Yes,High,23000,Yes,25,4,Yes,No
15737,Finance,region_22,Bachelor's,m,sourcing,1,24,,1,7,No,Low,45000,No,30,4,No,No
10058,Analytics,region_22,Bachelor's,m,other,2,26,4,2,8,No,High,39000,Yes,525,3,No,No
73435,Legal,region_22,Bachelor's,m,sourcing,1,34,5,4,9,No,High,40000,No,10,2,No,Yes
51255,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35,3,7,10,No,Low,45000,Yes,8,2,No,Yes
70060,Technology,region_13,Master's & above,m,other,1,43,3,14,7,No,High,56000,No,12,3,No,No
51473,Sales & Marketing,region_15,Bachelor's,m,other,1,34,1,8,8,Yes,High,34000,No,15,4,Yes,Yes
71904,Technology,region_7,Master's & above,f,other,2,38,3,10,8,Yes,Low,45000,No,20,3,Yes,No
76080,Operations,region_7,Bachelor's,f,other,1,34,1,5,7,Yes,High,57000,Yes,25,2,Yes,No
33357,Operations,region_22,Bachelor's,m,sourcing,1,41,4,4,5,Yes,Low,76000,No,30,3,Yes,No
53502,Finance,region_7,Bachelor's,m,sourcing,2,29,1,4,7,No,High,87000,No,25,2,No,Yes
26409,Operations,region_2,Bachelor's,m,other,1,33,4,3,8,Yes,Low,45000,No,20,3,Yes,Yes
59608,Sales & Marketing,region_2,Master's & above,f,other,1,41,4,5,8,Yes,High,53000,Yes,25,2,Yes,Yes
28687,Operations,region_2,Master's & above,m,other,3,38,3,11,9,Yes,Low,45000,No,30,3,Yes,Yes
34312,Procurement,region_2,Master's & above,f,other,2,54,4,23,6,Yes,Low,60000,No,25,4,Yes,Yes
11438,Sales & Marketing,region_13,Master's & above,f,sourcing,2,34,2,8,8,Yes,Low,45000,No,30,6,Yes,No
11794,R&D,region_2,Bachelor's,m,other,2,26,5,3,9,Yes,Low,43000,No,19,4,Yes,No
48756,Operations,region_7,Bachelor's,f,sourcing,1,35,5,3,7,Yes,Low,56000,Yes,15,2,Yes,Yes
35873,Legal,region_2,Below Secondary,m,other,1,28,,1,7,No,Low,43000,No,20,4,No,No
13970,Operations,region_33,Master's & above,m,other,1,36,3,4,8,Yes,Low,45000,Yes,30,3,Yes,Yes
49868,Technology,region_5,Bachelor's,m,other,1,45,3,15,9,Yes,Low,34000,Yes,25,5,Yes,Yes
25261,Procurement,region_7,Master's & above,m,other,1,38,4,7,7,Yes,Low,25000,No,16,6,Yes,Yes
44536,Sales & Marketing,region_27,Bachelor's,f,other,1,26,2,4,4,No,High,45000,Yes,20,5,No,Yes
55550,Analytics,region_27,,m,sourcing,1,31,3,4,6,No,Low,18000,Yes,25,4,No,No
27989,Analytics,region_34,Bachelor's,m,sourcing,1,32,3,7,8,Yes,High,60000,Yes,30,5,Yes,No
12598,Analytics,region_6,Bachelor's,m,sourcing,1,29,4,4,9,Yes,Low,89000,Yes,25,6,Yes,Yes
32877,Sales & Marketing,region_2,Bachelor's,f,other,1,40,3,12,10,No,High,23000,No,30,5,No,Yes
30682,Technology,region_2,Bachelor's,m,referred,2,29,4,6,9,No,Low,45000,No,25,4,No,Yes
1829,Analytics,region_28,Bachelor's,m,other,2,31,5,7,8,Yes,High,39000,Yes,30,6,Yes,Yes
2177,Finance,region_16,Bachelor's,m,other,1,32,5,6,7,No,Low,40000,No,23,7,No,Yes
51771,Operations,region_17,Bachelor's,m,other,1,42,5,11,8,No,High,45000,No,30,5,No,No
26026,Procurement,region_15,Bachelor's,f,sourcing,1,30,5,3,9,No,High,56000,No,25,4,No,No
64977,Procurement,region_16,Bachelor's,f,other,1,24,3,2,7,No,Low,34000,Yes,30,3,No,Yes
44585,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,3,7,8,No,Low,45000,No,25,5,No,Yes
43562,Technology,region_5,Bachelor's,f,sourcing,2,32,1,3,7,Yes,Low,57000,No,30,6,Yes,Yes
56287,HR,region_2,Bachelor's,f,sourcing,1,22,3,2,8,Yes,High,76000,Yes,15,3,Yes,No
19100,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,44,5,14,9,Yes,High,87000,No,20,4,Yes,Yes
58203,Operations,region_16,Bachelor's,m,other,2,39,3,9,7,Yes,High,43000,No,25,5,Yes,No
12504,Technology,region_7,Bachelor's,f,other,1,46,4,17,9,No,High,87000,No,30,6,No,No
49126,Technology,region_15,Bachelor's,m,other,1,29,2,5,8,Yes,High,43000,No,35,4,Yes,Yes
66469,Finance,region_7,Bachelor's,m,other,1,26,1,3,8,No,Low,45000,No,23,3,No,No
53350,Operations,region_23,Bachelor's,m,other,1,35,4,5,9,Yes,High,34000,Yes,35,3,Yes,No
22031,Procurement,region_2,Bachelor's,f,other,1,29,4,2,10,Yes,High,25000,No,30,4,Yes,Yes
36185,Technology,region_13,Bachelor's,m,sourcing,1,30,2,9,8,No,Low,45000,Yes,25,5,No,Yes
58415,Sales & Marketing,region_7,Bachelor's,m,other,1,45,4,5,9,No,High,18000,No,20,3,No,Yes
71763,Sales & Marketing,region_15,Bachelor's,f,other,1,30,1,6,7,No,Low,60000,Yes,28,3,No,Yes
62742,Finance,region_32,Bachelor's,m,sourcing,1,28,2,4,8,No,Low,89000,No,30,2,No,Yes
33619,Technology,region_2,Master's & above,m,sourcing,1,46,5,10,9,Yes,Low,23000,No,34,3,Yes,No
41212,Procurement,region_7,Bachelor's,m,sourcing,1,27,2,2,7,No,Low,45000,Yes,25,4,No,No
40204,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,34,2,5,8,Yes,High,39000,Yes,30,4,Yes,Yes
59131,Analytics,region_19,Bachelor's,m,sourcing,2,32,5,3,9,No,High,40000,Yes,25,3,No,No
12559,Operations,region_22,Bachelor's,f,other,1,35,5,10,10,Yes,Low,45000,No,30,2,Yes,Yes
30433,Procurement,region_27,Bachelor's,m,other,1,36,4,3,8,No,Low,56000,No,25,4,No,No
13150,Procurement,region_2,Master's & above,f,other,1,58,1,13,9,No,Low,34000,Yes,30,3,No,Yes
9616,Finance,region_31,Bachelor's,m,other,1,29,4,4,7,No,High,45000,Yes,25,2,No,No
26563,Procurement,region_2,Bachelor's,f,referred,1,33,3,3,9,Yes,Low,57000,No,30,3,Yes,Yes
38331,Operations,region_16,Bachelor's,f,other,1,32,5,6,7,No,High,76000,No,25,4,No,Yes
18651,Legal,region_22,Below Secondary,m,other,1,25,5,2,9,No,Low,87000,No,30,3,No,Yes
45004,Procurement,region_13,Bachelor's,m,other,4,41,2,9,7,No,High,43000,No,25,2,No,Yes
11892,Procurement,region_12,Bachelor's,f,other,1,25,,1,6,Yes,Low,87000,No,30,1,Yes,Yes
16859,Analytics,region_2,Master's & above,m,other,1,50,1,7,9,No,High,45000,No,25,3,No,No
26107,Sales & Marketing,region_26,Bachelor's,m,other,1,30,1,7,7,No,Low,45000,Yes,21,4,No,Yes
22511,Technology,region_24,Bachelor's,m,sourcing,1,28,,1,8,No,High,30000,Yes,19,5,No,Yes
22865,Analytics,region_20,Master's & above,m,other,1,40,5,5,9,No,High,20000,No,20,3,No,Yes
67467,Finance,region_2,Below Secondary,f,other,1,26,3,2,6,Yes,Low,25000,No,25,2,Yes,No
2268,Technology,region_13,Bachelor's,m,other,1,35,5,8,7,No,Low,45000,Yes,30,3,No,No
33517,Sales & Marketing,region_7,Master's & above,m,other,1,37,3,7,9,Yes,Low,45000,No,25,4,Yes,No
27605,Operations,region_22,Master's & above,m,other,1,34,3,3,9,Yes,High,53000,Yes,30,4,Yes,No
69349,Operations,region_8,Bachelor's,m,sourcing,1,25,3,2,8,No,High,45000,Yes,525,5,No,Yes
45496,Sales & Marketing,region_2,,m,other,1,22,5,2,7,Yes,High,60000,Yes,10,3,Yes,No
66262,Procurement,region_2,Bachelor's,f,other,2,26,5,2,10,Yes,High,45000,Yes,8,3,Yes,Yes
55425,Technology,region_2,Bachelor's,f,other,1,31,4,7,7,Yes,High,43000,Yes,12,2,Yes,No
29543,Finance,region_2,Bachelor's,m,sourcing,4,31,5,3,6,Yes,Low,56000,Yes,15,3,Yes,No
36547,Analytics,region_25,Bachelor's,m,sourcing,1,32,3,6,8,No,High,43000,No,26,4,No,No
11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5,8,9,No,Low,45000,Yes,30,1,No,Yes
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3,19,6,Yes,Low,34000,No,19,3,Yes,Yes
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4,9,8,No,Low,25000,No,15,4,No,Yes
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3,3,9,No,High,45000,Yes,20,3,No,No
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4,3,8,No,Low,45000,Yes,30,4,No,Yes
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3,3,9,Yes,High,78300,No,25,2,Yes,Yes
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,7,No,Low,56000,No,16,3,No,No
51544,Procurement,region_12,Bachelor's,f,other,1,32,5,5,8,No,High,45000,No,20,4,No,No
5128,Operations,region_2,,m,other,1,48,3,8,9,Yes,Low,43000,Yes,25,3,Yes,No
37952,Operations,region_26,Master's & above,m,other,1,41,3,7,10,No,Low,45000,No,30,2,No,Yes
39914,Technology,region_2,Master's & above,m,other,1,31,5,4,7,No,High,30000,Yes,25,4,No,Yes
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4,5,8,No,Low,45000,Yes,30,2,No,Yes
42886,Analytics,region_29,Bachelor's,m,other,1,30,1,4,8,No,High,45000,No,25,4,No,Yes
53988,Finance,region_2,Below Secondary,m,other,1,26,5,2,7,No,Low,50000,Yes,30,4,No,No
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5,11,5,Yes,Low,34000,No,23,3,Yes,No
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3,10,7,No,Low,45000,Yes,30,2,No,Yes
70197,R&D,region_22,Master's & above,m,other,1,30,4,2,7,Yes,Low,45000,Yes,25,3,Yes,Yes
66210,Operations,region_22,Below Secondary,m,other,1,24,3,2,8,No,Low,30000,Yes,30,4,No,No
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1,10,9,Yes,Low,20000,No,25,4,Yes,Yes
52132,Technology,region_11,Master's & above,m,other,1,32,3,5,6,No,Low,25000,Yes,30,3,No,Yes
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5,7,8,No,Low,45000,No,15,4,No,No
66802,Technology,region_7,Below Secondary,f,other,2,24,4,3,9,Yes,Low,45000,Yes,20,3,Yes,Yes
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4,15,7,Yes,High,53000,No,25,4,Yes,Yes
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5,5,7,Yes,Low,45000,Yes,30,5,Yes,Yes
69715,Operations,region_2,,f,other,1,58,4,18,8,No,High,60000,No,35,3,No,No
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3,7,9,No,Low,45000,Yes,23,4,No,Yes
56139,Sales & Marketing,region_16,,m,other,1,24,4,2,7,Yes,High,43000,Yes,35,4,Yes,Yes
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2,8,4,Yes,Low,56000,Yes,30,3,Yes,No
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1,2,6,No,High,43000,No,25,4,No,No
25949,Operations,region_29,Bachelor's,m,other,1,33,3,5,8,No,Low,45000,No,20,4,No,Yes
51509,HR,region_2,Master's & above,f,sourcing,1,44,3,14,9,No,High,34000,Yes,28,5,No,Yes
36936,Sales & Marketing,region_28,,m,other,1,24,2,2,10,No,High,25000,No,30,3,No,No
25572,Procurement,region_2,Bachelor's,m,other,2,34,2,10,9,No,Low,45000,Yes,34,3,No,Yes
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5,2,8,No,Low,18000,Yes,25,4,No,No
34965,Operations,region_26,Bachelor's,m,other,2,31,3,4,7,Yes,Low,60000,No,30,5,Yes,Yes
38318,Procurement,region_19,Bachelor's,m,other,1,32,3,8,8,Yes,High,89000,No,25,4,Yes,Yes
60969,Operations,region_2,Bachelor's,f,other,1,33,5,7,9,No,High,23000,Yes,30,3,No,Yes
72765,Operations,region_2,,f,sourcing,1,53,3,11,7,No,High,45000,Yes,25,2,No,Yes
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5,4,8,Yes,High,39000,Yes,30,4,Yes,Yes
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2,5,7,No,High,40000,Yes,25,4,No,No
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5,3,8,Yes,Low,45000,No,30,3,Yes,No
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3,4,9,Yes,High,56000,Yes,25,4,Yes,No
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3,9,7,Yes,High,34000,No,30,5,Yes,No
6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,9,Yes,Low,45000,Yes,25,3,Yes,No
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3,4,8,Yes,High,57000,Yes,30,2,Yes,No
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3,8,8,Yes,Low,76000,No,25,3,Yes,No
56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,9,No,Low,87000,No,21,4,No,Yes
15844,Operations,region_3,Master's & above,f,other,1,31,5,7,10,Yes,Low,43000,No,19,4,Yes,No
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3,6,8,No,Low,87000,Yes,20,3,No,Yes
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3,12,9,No,Low,43000,Yes,25,2,No,Yes
59616,Procurement,region_4,Master's & above,m,other,1,40,3,6,7,Yes,Low,45000,No,30,2,Yes,Yes
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5,5,8,Yes,Low,34000,No,25,3,Yes,Yes
63753,Operations,region_22,Bachelor's,m,other,1,50,3,8,9,No,Low,25000,Yes,30,4,No,No
9192,Operations,region_21,Bachelor's,m,other,1,28,,1,7,No,Low,45000,Yes,525,3,No,No
30143,HR,region_2,Master's & above,f,referred,1,57,3,13,8,No,High,18000,Yes,10,2,No,Yes
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2,10,9,Yes,Low,60000,No,8,3,Yes,Yes
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3,8,10,No,High,89000,No,12,2,No,Yes
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5,8,8,Yes,Low,23000,Yes,15,3,Yes,Yes
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,9,Yes,High,45000,No,20,2,Yes,Yes
3171,Operations,region_4,Master's & above,f,referred,1,32,4,7,10,No,Low,39000,Yes,25,3,No,Yes
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5,2,8,Yes,High,40000,Yes,30,4,Yes,No
64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,9,No,Low,45000,No,25,6,No,Yes
7908,Technology,region_33,Master's & above,m,other,1,46,3,17,7,Yes,High,56000,No,20,4,Yes,No
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3,10,8,Yes,High,34000,No,25,2,Yes,No
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4,13,9,Yes,Low,45000,Yes,30,4,Yes,Yes
19046,Technology,region_2,Bachelor's,m,other,1,40,5,12,7,No,Low,57000,No,25,7,No,Yes
37427,Technology,region_20,Bachelor's,m,other,1,32,3,6,8,Yes,Low,76000,Yes,30,8,Yes,No
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1,7,9,No,High,87000,No,19,4,No,No
68064,Procurement,region_23,Bachelor's,f,other,1,35,3,6,7,Yes,High,45000,Yes,15,5,Yes,No
6711,Sales & Marketing,region_6,,m,sourcing,1,23,3,2,8,No,High,45000,Yes,20,4,No,Yes
51002,Analytics,region_15,Master's & above,m,other,1,32,3,4,9,Yes,High,30000,No,30,5,Yes,Yes
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3,6,7,No,High,20000,No,25,6,No,Yes
15801,Operations,region_26,Bachelor's,f,other,1,40,4,13,9,Yes,Low,25000,No,16,4,Yes,Yes
47265,Procurement,region_2,Master's & above,m,other,1,43,2,7,7,Yes,High,45000,No,20,3,Yes,Yes
26798,Operations,region_32,Master's & above,m,other,1,38,3,6,9,Yes,Low,45000,No,25,6,Yes,Yes
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5,8,7,No,Low,53000,No,30,4,No,Yes
46862,Procurement,region_7,Master's & above,m,other,1,49,5,20,6,No,Low,45000,No,25,3,No,Yes
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1,4,9,Yes,High,60000,Yes,30,5,Yes,No
10452,Analytics,region_2,Bachelor's,m,other,2,26,3,2,7,No,Low,45000,No,25,6,No,Yes
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3,18,8,Yes,High,43000,No,30,5,Yes,Yes
76427,HR,region_22,Master's & above,f,other,1,35,3,5,9,Yes,Low,56000,No,23,4,Yes,Yes
46925,Operations,region_9,Master's & above,f,other,1,36,4,6,6,No,High,43000,Yes,30,5,No,Yes
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5,4,7,No,Low,45000,Yes,25,6,No,Yes
58383,Procurement,region_4,Bachelor's,m,other,1,46,3,19,9,Yes,High,34000,Yes,30,5,Yes,No
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3,4,9,Yes,High,25000,No,25,4,Yes,Yes
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5,19,8,Yes,Low,45000,No,30,6,Yes,No
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3,7,7,Yes,High,45000,Yes,15,7,Yes,No
67946,Analytics,region_32,,m,other,1,27,3,2,10,No,High,78300,Yes,20,5,No,Yes
41763,Sales & Marketing,region_26,,m,other,1,43,1,4,7,Yes,Low,56000,Yes,25,4,Yes,Yes
40628,HR,region_32,Bachelor's,f,other,1,31,3,7,6,No,High,45000,Yes,30,3,No,No
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4,9,8,Yes,Low,43000,Yes,35,5,Yes,Yes
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1,10,9,Yes,High,45000,No,23,6,Yes,No
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3,4,6,No,Low,30000,Yes,35,3,No,Yes
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3,2,8,No,High,45000,No,30,4,No,Yes
51292,HR,region_2,Bachelor's,f,other,1,49,5,22,9,No,Low,45000,Yes,25,5,No,No
137,Analytics,region_7,Master's & above,m,other,1,49,4,5,8,Yes,Low,50000,No,20,6,Yes,No
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2,5,8,Yes,Low,34000,Yes,28,4,Yes,No
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1,3,7,No,Low,45000,Yes,30,3,No,No
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3,25,5,No,Low,45000,No,34,3,No,Yes
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,7,Yes,Low,30000,No,25,4,Yes,Yes
36905,Operations,region_7,Bachelor's,m,other,1,37,3,11,7,Yes,Low,20000,No,30,5,Yes,No
16004,Finance,region_22,Below Secondary,m,other,1,25,3,3,8,Yes,Low,25000,Yes,25,3,Yes,Yes
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,9,No,Low,45000,Yes,30,3,No,No
43176,Technology,region_7,Master's & above,f,referred,1,37,4,13,6,No,High,45000,Yes,25,2,No,Yes
12538,Operations,region_14,Bachelor's,m,other,1,35,5,10,8,Yes,Low,53000,No,30,3,Yes,Yes
56140,Technology,region_13,Bachelor's,f,other,1,33,3,4,9,No,High,45000,No,25,4,No,No
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5,9,7,Yes,Low,60000,Yes,30,4,Yes,No
57893,Technology,region_2,Bachelor's,f,other,1,59,3,28,7,Yes,High,45000,Yes,25,3,Yes,Yes
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,8,No,Low,43000,Yes,30,2,No,Yes
41208,Operations,region_2,Bachelor's,f,other,1,38,2,8,9,No,High,56000,Yes,25,4,No,Yes
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4,13,7,No,Low,43000,Yes,30,3,No,Yes
27907,Legal,region_11,Bachelor's,m,other,1,31,3,1,4,Yes,High,45000,No,25,2,Yes,Yes
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1,5,6,No,High,34000,No,21,3,No,Yes
44678,Procurement,region_22,Bachelor's,m,other,3,24,3,2,8,Yes,Low,25000,No,19,4,Yes,No
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5,5,9,No,Low,45000,No,20,3,No,Yes
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5,8,10,Yes,Low,18000,Yes,25,2,Yes,No
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3,2,9,Yes,High,60000,Yes,30,1,Yes,Yes
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3,5,8,No,High,89000,Yes,25,3,No,Yes
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5,6,7,No,High,23000,No,30,4,No,No
73819,Operations,region_15,Master's & above,m,other,2,39,2,8,8,No,High,45000,Yes,525,5,No,Yes
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1,4,9,No,High,39000,Yes,10,3,No,Yes
76698,Operations,region_7,Bachelor's,f,other,1,45,3,4,7,No,Low,40000,No,8,2,No,No
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3,3,8,No,High,45000,Yes,12,3,No,Yes
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1,11,7,No,High,56000,Yes,15,4,No,Yes
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1,7,8,Yes,Low,34000,No,26,4,Yes,Yes
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5,18,9,No,High,45000,Yes,30,5,No,Yes
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5,7,7,No,Low,57000,Yes,19,3,No,Yes
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3,15,9,No,Low,76000,Yes,15,3,No,Yes
39799,Operations,region_15,Bachelor's,m,other,1,34,4,3,8,Yes,Low,87000,No,20,2,Yes,Yes
40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5,4,8,Yes,Low,43000,No,30,3,Yes,No
41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5,4,9,Yes,High,87000,No,25,4,Yes,No
31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3,2,10,No,High,43000,Yes,16,1,No,Yes
25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3,17,8,No,Low,45000,Yes,20,3,No,No
72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3,1,9,Yes,Low,34000,Yes,25,4,Yes,No
11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5,7,7,Yes,Low,25000,Yes,30,3,Yes,Yes
10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1,5,8,Yes,High,45000,Yes,25,4,Yes,Yes
43399,Operations,region_2,Bachelor's,f,other,1,60,5,4,9,Yes,Low,18000,No,30,2,Yes,No
72916,Operations,region_27,Bachelor's,m,other,1,44,5,11,7,Yes,High,60000,Yes,25,3,Yes,Yes
19440,Technology,region_22,Master's & above,m,sourcing,3,35,3,3,8,No,Low,89000,No,30,4,No,Yes
55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2,6,9,Yes,High,23000,Yes,23,3,Yes,Yes
10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4,8,10,No,Low,45000,Yes,30,2,No,No
66637,Technology,region_22,Master's & above,m,sourcing,1,39,3,5,8,Yes,High,39000,Yes,25,4,Yes,No
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3,2,9,No,Low,40000,No,30,2,No,No
53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,10,Yes,High,45000,Yes,25,4,Yes,Yes
66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4,3,8,Yes,High,56000,No,30,4,Yes,Yes
73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1,7,9,No,Low,34000,Yes,15,3,No,Yes
57365,Operations,region_2,Bachelor's,m,other,1,38,3,4,7,No,Low,45000,Yes,20,2,No,No
36691,Sales & Marketing,region_14,,m,other,1,24,,1,8,No,Low,45000,Yes,25,3,No,Yes
31987,Procurement,region_17,Master's & above,m,other,1,45,3,16,9,Yes,High,53000,No,30,4,Yes,Yes
73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1,11,7,Yes,High,45000,Yes,35,4,Yes,Yes
62530,Procurement,region_32,Bachelor's,m,other,2,32,3,3,8,Yes,High,60000,No,23,3,Yes,Yes
